fortnight_letter,fortnight,pre_covid,pre_outbreak,date,sentiment_score,video_category,additional_confirmed,additional_deaths,additional_recoveries,total_confirmed,total_deaths,total_recoveries,current_infections,date_avg,sent_avg_10,sent_avg_19,sent_avg_22,sent_avg_24,sent_avg_25,sent_avg_26,sent_avg_27,sent_avg_28,case_num,recovery_num,global_additional_confirmed,global_additional_deaths,global_additional_recoveries,global_total_confirmed,global_total_deaths,global_total_recoveries,global_current_infections
l,12,no,no,2020-04-03-2020-04-17,0.894911855,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.875218,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.507953897,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.99446195,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.9890059,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.641279638,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.995039731,Education,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.9944352,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.994577616,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.898527443,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.977132469,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.89881974,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.962033123,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.99452585,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.99394184,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.316255547,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.993034601,Education,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.99043757,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.97684824,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.99396235,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.607828766,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.89758486,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.827267353,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.9753582,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.9949058,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.99260145,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,1,yes,yes,2019-11-01-2019-11-15,0.7546654,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.567509685,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.605656222,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.17854723,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.992152929,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.78644216,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.9640694,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.24841173,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.004060842,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.9948656,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.092788298,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.9950605,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.9474393,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.8548509,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.9444811,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.6331389,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.9391524,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.96742165,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.3225153,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.98436105,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.036582693,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.3225153,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.9589459,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.98594713,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.6576893,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.5416582,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.985238552,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.99135864,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.297160564,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.99001825,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.76837164,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.950283587,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.9949443,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.3225153,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.9949425,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.00746473,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.01538652,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.95821095,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.99488467,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.004484443,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.9949641,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.968728801,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.3225153,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.745414406,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.3225153,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.974446833,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.98375165,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.974819779,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.855394892,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.1990783,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.986812174,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.3225153,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.9690184,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.9925136,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.9925592,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.696574673,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.99279964,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.3225153,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.96479857,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.3225153,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.9791855,Science and Technology,2,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.191667442,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.082520093,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.85856414,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.9948236,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.206167419,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.9948007,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.3225153,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.857820451,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.0280152,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.3225153,Science and Technology,7,0,44,9,0,8,1,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.9945873,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.9945123,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.98569226,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.9939142,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.98728937,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.3225153,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.9948868,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.340226987,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.09661201,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.99073935,Science and Technology,106,1,104,115,1,8,106,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.417137461,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.9776922,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.500060584,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.9951519,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.363879285,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.27400646,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.9543447,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.3225153,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.3225153,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.98071665,Science and Technology,3439,150,93,3554,152,103,3299,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.18780585,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.51114886,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.9516309,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.391489,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.00599402,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.933141425,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.99393186,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.609946479,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.9722377,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.555557653,Science and Technology,36093,1439,117,39647,3167,275,36205,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.9944272,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.99352455,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.762779057,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.9893624,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.9953147,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.085701056,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.91501933,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.50267222,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.3225153,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.3225153,Science and Technology,75598,8902,209,115245,14848,477,99920,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.99508554,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.99408856,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.043289482,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.9951363,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.995356063,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.991858304,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.003658207,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.664944621,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.885510728,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.878078,Science and Technology,68916,12574,5,184161,27824,975,155362,,,,,,,,,,,,,,,,,,
